Id,Title,Description,CategoryId,InstructorId,ThumbnailUrl,CreatedAt
ca8d9e86-9f70-4d7b-8095-fa1daeea86b8,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.","Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",7881BF96-8C1D-41CF-9AE9-98F4368D721C,FFC0AB0E-405B-493C-9398-01B6090E1502,http://dummyimage.com/193x100.png/5fa2dd/ffffff,2022-10-28 00:25:34
291cf075-e8f3-469d-b3f7-15f65c9a61e0,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.","Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",78299367-B4CB-4BEE-A2CF-B38ED3F6622A,FFC0AB0E-405B-493C-9398-01B6090E1502,http://dummyimage.com/128x100.png/5fa2dd/ffffff,2024-03-04 12:41:09
90bb7d67-ee13-4a74-9ab9-6be2b7a5fb52,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.","In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",78299367-B4CB-4BEE-A2CF-B38ED3F6622A,4D8D9485-4B02-4807-93C5-048BFE93DD73,http://dummyimage.com/103x100.png/dddddd/000000,2025-01-31 18:34:01
7be9fb47-28de-42ca-a097-0b2cd3d0262f,"Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.","Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",78299367-B4CB-4BEE-A2CF-B38ED3F6622A,3695B51E-9C18-4607-BF63-01CF186517F5,http://dummyimage.com/187x100.png/cc0000/ffffff,2022-10-06 00:03:41
e4ab83b3-fcbd-425c-93b1-a210e35a8c53,"Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.","Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",7881BF96-8C1D-41CF-9AE9-98F4368D721C,4D8D9485-4B02-4807-93C5-048BFE93DD73,http://dummyimage.com/126x100.png/ff4444/ffffff,2019-05-31 11:32:36
9dfc4154-b1b2-4ea5-859c-9e8d1114cf78,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.","Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",78299367-B4CB-4BEE-A2CF-B38ED3F6622A,886A7A4D-34F0-47EB-B49B-036BAD307F98,http://dummyimage.com/199x100.png/dddddd/000000,2023-03-01 15:11:43
e2887a39-17ec-4c8f-90ff-ef286cc4855c,Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",2D25BB13-3FAC-44BB-B679-670B70B68A6D,FFC0AB0E-405B-493C-9398-01B6090E1502,http://dummyimage.com/172x100.png/dddddd/000000,2019-09-06 07:59:06
0ef59202-e4d3-4552-b996-c488706b5d87,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,In congue. Etiam justo. Etiam pretium iaculis justo.,28FF410C-AED6-4D4F-A681-9421C7DA17D7,FFC0AB0E-405B-493C-9398-01B6090E1502,http://dummyimage.com/195x100.png/dddddd/000000,2023-06-13 03:14:30
0bbf351e-a78b-48ec-8354-bcc9e54aee40,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.","Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",78299367-B4CB-4BEE-A2CF-B38ED3F6622A,FFC0AB0E-405B-493C-9398-01B6090E1502,http://dummyimage.com/167x100.png/ff4444/ffffff,2020-06-19 17:53:10
0dbf2e47-4347-4943-bfaf-9ab878887ba5,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,28FF410C-AED6-4D4F-A681-9421C7DA17D7,3695B51E-9C18-4607-BF63-01CF186517F5,http://dummyimage.com/131x100.png/cc0000/ffffff,2026-05-21 20:03:35
dce8bebc-8cb3-4d8b-803f-0702f0670729,"Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.","Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",28FF410C-AED6-4D4F-A681-9421C7DA17D7,FFC0AB0E-405B-493C-9398-01B6090E1502,http://dummyimage.com/245x100.png/dddddd/000000,2025-10-31 04:11:38
b2941fbe-02f9-41b9-ad41-81060265c267,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.","Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",78299367-B4CB-4BEE-A2CF-B38ED3F6622A,4D8D9485-4B02-4807-93C5-048BFE93DD73,http://dummyimage.com/217x100.png/cc0000/ffffff,2018-01-07 05:20:45
4a182141-0437-4c30-9205-2ee58d111a8a,Morbi a ipsum. Integer a nibh.,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",78299367-B4CB-4BEE-A2CF-B38ED3F6622A,4D8D9485-4B02-4807-93C5-048BFE93DD73,http://dummyimage.com/207x100.png/ff4444/ffffff,2020-06-15 05:37:07
c8f1b45b-b9ff-4217-8989-21455d2d0980,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.","Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",7881BF96-8C1D-41CF-9AE9-98F4368D721C,FFC0AB0E-405B-493C-9398-01B6090E1502,http://dummyimage.com/235x100.png/5fa2dd/ffffff,2022-02-19 23:49:19
efebbd28-7c0c-45fb-9f6d-0288259c7537,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.","Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",7881BF96-8C1D-41CF-9AE9-98F4368D721C,FFC0AB0E-405B-493C-9398-01B6090E1502,http://dummyimage.com/144x100.png/5fa2dd/ffffff,2024-04-20 13:58:40
09106ef9-0de5-4ea2-bf34-ddafddfa082a,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Fusce consequat. Nulla nisl. Nunc nisl.,6F870D35-3181-4C58-8343-F6E00BEF88F6,3695B51E-9C18-4607-BF63-01CF186517F5,http://dummyimage.com/157x100.png/cc0000/ffffff,2020-08-09 19:11:03
caf3f3e7-47b4-4842-9ba8-95413b5c79f8,Donec vitae nisi.,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",28FF410C-AED6-4D4F-A681-9421C7DA17D7,3695B51E-9C18-4607-BF63-01CF186517F5,http://dummyimage.com/224x100.png/5fa2dd/ffffff,2024-09-28 03:04:24
5ebe7b8d-1543-48cc-a1bf-e8270fda7101,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,78299367-B4CB-4BEE-A2CF-B38ED3F6622A,FFC0AB0E-405B-493C-9398-01B6090E1502,http://dummyimage.com/179x100.png/dddddd/000000,2018-08-31 12:28:55
ccca668e-1f67-47b0-8326-04c9199c758d,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.","Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",28FF410C-AED6-4D4F-A681-9421C7DA17D7,4D8D9485-4B02-4807-93C5-048BFE93DD73,http://dummyimage.com/232x100.png/cc0000/ffffff,2024-10-02 17:06:54
dfdecf65-7235-45e1-9abd-865dea8c2be2,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.","Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",2D25BB13-3FAC-44BB-B679-670B70B68A6D,4D8D9485-4B02-4807-93C5-048BFE93DD73,http://dummyimage.com/111x100.png/ff4444/ffffff,2018-05-28 20:01:54
2c474a61-4979-41d7-af5a-a37f090d46c2,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.","Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",78299367-B4CB-4BEE-A2CF-B38ED3F6622A,FFC0AB0E-405B-493C-9398-01B6090E1502,http://dummyimage.com/175x100.png/ff4444/ffffff,2018-01-31 12:51:59
a872091c-cff3-481f-8efc-dca6a498c976,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.","In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",78299367-B4CB-4BEE-A2CF-B38ED3F6622A,4D8D9485-4B02-4807-93C5-048BFE93DD73,http://dummyimage.com/163x100.png/ff4444/ffffff,2022-05-04 11:11:21
1e2532cb-905d-4c74-abe8-7d931ceacbaa,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.","In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",7881BF96-8C1D-41CF-9AE9-98F4368D721C,3695B51E-9C18-4607-BF63-01CF186517F5,http://dummyimage.com/136x100.png/dddddd/000000,2018-09-04 21:51:58
2d2cc892-dbf5-4643-80b8-6df5e87e4396,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,28FF410C-AED6-4D4F-A681-9421C7DA17D7,FFC0AB0E-405B-493C-9398-01B6090E1502,http://dummyimage.com/118x100.png/5fa2dd/ffffff,2023-12-14 09:37:14
ac426ff8-52af-49e9-98f1-b944eac84322,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.","Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",78299367-B4CB-4BEE-A2CF-B38ED3F6622A,3695B51E-9C18-4607-BF63-01CF186517F5,http://dummyimage.com/148x100.png/5fa2dd/ffffff,2019-09-04 09:07:08
019ab4db-f489-41c0-a542-26fce6971b51,Donec quis orci eget orci vehicula condimentum.,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",28FF410C-AED6-4D4F-A681-9421C7DA17D7,FFC0AB0E-405B-493C-9398-01B6090E1502,http://dummyimage.com/156x100.png/5fa2dd/ffffff,2024-03-12 19:27:05
cc62edf7-fe8d-4cab-a6f4-867bbc70ee97,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,6F870D35-3181-4C58-8343-F6E00BEF88F6,3695B51E-9C18-4607-BF63-01CF186517F5,http://dummyimage.com/214x100.png/dddddd/000000,2025-07-21 15:57:19
